"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
11327,285000,3,2,0.33,1069319,"Meriden","Connecticut",1224,232.84,863636.36,"suburban"
86796,249000,3,2,0.25,840742,"Middletown","Connecticut",988,252.02,996000,"urban"
30875,259999,3,1,0.48,1372748,"Middletown","Connecticut",1047,248.33,541664.58,"suburban"
50920,349900,3,3,0.36,57578,"Wethersfield","Connecticut",1560,224.29,971944.44,"suburban"
22135,189900,3,3,0.17,1354602,"Berlin","Connecticut",1400,135.64,1117058.82,"urban"
107964,299900,4,2,0.63,1610027,"Meriden","Connecticut",2268,132.23,476031.75,"suburban"
51868,475000,3,3,1.39,1516783,"Middletown","Connecticut",1508,314.99,341726.62,"rural"
106869,299000,4,3,0.32,34639,"Middletown","Connecticut",2506,119.31,934375,"suburban"
14977,249900,3,2,0.26,386561,"Meriden","Connecticut",1416,176.48,961153.85,"suburban"
107951,384900,4,3,0.57,181244,"Glastonbury","Connecticut",2228,172.76,675263.16,"suburban"
18230,349900,3,3,0.5,1499730,"Glastonbury","Connecticut",1300,269.15,699800,"suburban"
33714,239900,2,2,0.29,1336181,"Middletown","Connecticut",1008,238,827241.38,"suburban"
17353,275000,3,3,0.16,1449646,"Meriden","Connecticut",1273,216.03,1718750,"urban"
38768,299900,4,2,0.28,1220711,"Berlin","Connecticut",1872,160.2,1071071.43,"suburban"
33503,379900,2,2,0.36,861080,"West Hartford","Connecticut",1589,239.08,1055277.78,"suburban"
22611,215000,9,3,0.1,113368,"New Britain","Connecticut",3420,62.87,2150000,"urban"
47673,275000,4,2,0.15,1686161,"New Britain","Connecticut",1776,154.84,1833333.33,"urban"
10555,469000,4,3,1,1760069,"Hebron","Connecticut",2591,181.01,469000,"suburban"
51868,325000,3,2,0.49,692773,"Berlin","Connecticut",1300,250,663265.31,"suburban"
18229,195000,2,2,0.37,1757823,"Cromwell","Connecticut",1404,138.89,527027.03,"suburban"
107964,182000,3,1,0.2,558333,"Middletown","Connecticut",1297,140.32,910000,"urban"
108006,299900,3,3,0.24,846404,"New Britain","Connecticut",1974,151.93,1249583.33,"urban"
10555,207500,2,1,0.2,423718,"Middletown","Connecticut",1050,197.62,1037500,"urban"
57160,235000,3,2,0.23,374588,"Hartford","Connecticut",1348,174.33,1021739.13,"urban"
10582,399900,5,3,0.11,160581,"West Hartford","Connecticut",2545,157.13,3635454.55,"urban"
51868,249900,3,2,0.15,816370,"Hartford","Connecticut",1470,170,1666000,"urban"
108004,629000,4,3,0.19,558680,"West Hartford","Connecticut",2621,239.98,3310526.32,"urban"
68241,250000,3,1,0.3,1725647,"New Britain","Connecticut",1274,196.23,833333.33,"suburban"
107951,450000,3,3,0.64,1660732,"Glastonbury","Connecticut",2122,212.06,703125,"suburban"
75326,438000,4,3,1.39,600254,"Colchester","Connecticut",2224,196.94,315107.91,"rural"
22611,298000,3,2,0.23,1396449,"Newington","Connecticut",1484,200.81,1295652.17,"urban"
10582,379900,3,2,0.26,1566498,"West Hartford","Connecticut",1724,220.36,1461153.85,"suburban"
107948,289000,3,2,0.23,1758453,"Cromwell","Connecticut",1303,221.8,1256521.74,"urban"
41767,334900,3,3,0.36,958556,"Middletown","Connecticut",1138,294.29,930277.78,"suburban"
51868,369900,4,2,0.47,1286518,"Wethersfield","Connecticut",3024,122.32,787021.28,"suburban"
68208,259000,4,2,0.14,387253,"Meriden","Connecticut",1752,147.83,1850000,"urban"
22611,337500,5,5,1.13,1071566,"East Haddam","Connecticut",3386,99.68,298672.57,"rural"
6481,1e+05,3,1,0.06,1382516,"Middletown","Connecticut",1209,82.71,1666666.67,"urban"
22821,245000,4,2,0.56,483016,"Cromwell","Connecticut",2250,108.89,437500,"suburban"
13105,369900,4,3,2.7,439564,"Colchester","Connecticut",1925,192.16,137000,"rural"
10582,185000,2,2,0.37,1246085,"Cromwell","Connecticut",1744,106.08,5e+05,"suburban"
33294,239900,5,2,0.23,1548005,"New Britain","Connecticut",1229,195.2,1043043.48,"urban"
22611,419000,3,3,1.82,1071634,"Colchester","Connecticut",2546,164.57,230219.78,"rural"
89224,279900,2,1,1.77,794639,"Middlefield","Connecticut",832,336.42,158135.59,"rural"
108006,199900,2,2,0.17,1669056,"Wethersfield","Connecticut",1170,170.85,1175882.35,"urban"
107931,259900,4,2,0.2,1192445,"West Hartford","Connecticut",1556,167.03,1299500,"urban"
107964,375000,3,3,0.7,296557,"Durham","Connecticut",2044,183.46,535714.29,"suburban"
47852,299900,3,2,0.51,1653196,"Middlefield","Connecticut",1392,215.45,588039.22,"suburban"
33294,239900,4,3,0.14,1417801,"New Britain","Connecticut",1108,216.52,1713571.43,"urban"
15366,285000,3,2,0.17,NA,"Wethersfield","Connecticut",1525,186.89,1676470.59,"urban"
107964,325000,4,2,1,201177,"Durham","Connecticut",2053,158.3,325000,"suburban"
22135,140000,3,2,0.16,1259889,"New Britain","Connecticut",1400,100,875000,"urban"
84534,849900,4,5,2.48,791182,"Glastonbury","Connecticut",4330,196.28,342701.61,"rural"
15424,136900,2,1,0.37,168541,"Cromwell","Connecticut",894,153.13,370000,"suburban"
107963,210000,2,2,0.37,15181,"Cromwell","Connecticut",1368,153.51,567567.57,"suburban"
10562,425900,3,3,0.88,349287,"Glastonbury","Connecticut",1780,239.27,483977.27,"suburban"
41767,219900,2,3,0.37,849162,"Cromwell","Connecticut",1284,171.26,594324.32,"suburban"
89095,125000,1,1,0.37,6636,"Cromwell","Connecticut",804,155.47,337837.84,"suburban"
41767,179900,2,2,0.37,1563844,"Cromwell","Connecticut",1365,131.79,486216.22,"suburban"
108004,649900,3,2,0.19,1192139,"West Hartford","Connecticut",1881,345.51,3420526.32,"urban"
25830,339900,3,3,0.36,423717,"Wethersfield","Connecticut",1371,247.92,944166.67,"suburban"
108004,249900,3,2,0.13,1382407,"West Hartford","Connecticut",1250,199.92,1922307.69,"urban"
22611,349000,4,2,0.16,629881,"Berlin","Connecticut",1923,181.49,2181250,"urban"
33503,380000,4,2,0.17,1193586,"West Hartford","Connecticut",2392,158.86,2235294.12,"urban"
107979,229900,3,1,0.43,1650434,"Colchester","Connecticut",960,239.48,534651.16,"suburban"
33714,419000,4,3,0.52,722396,"Meriden","Connecticut",1962,213.56,805769.23,"suburban"
108004,235000,3,3,0.37,11292,"Farmington","Connecticut",1545,152.1,635135.14,"suburban"
101553,245000,3,1,0.25,1369265,"Newington","Connecticut",1208,202.81,980000,"urban"
22611,264900,3,2,0.37,1418073,"Cromwell","Connecticut",1744,151.89,715945.95,"suburban"
19075,115000,1,1,0.37,1667284,"Cromwell","Connecticut",804,143.03,310810.81,"suburban"
19428,389900,4,3,0.24,602869,"West Hartford","Connecticut",2224,175.31,1624583.33,"urban"
106613,184900,2,2,0.37,846687,"Rocky Hill","Connecticut",1097,168.55,499729.73,"suburban"
68208,318000,3,2,0.17,822913,"Berlin","Connecticut",1082,293.9,1870588.24,"urban"
51868,339900,3,2,0.25,663017,"Newington","Connecticut",1352,251.41,1359600,"urban"
93408,229000,4,4,0.25,1511053,"Whitingham","Vermont",4800,47.71,916000,"urban"
10585,319900,3,3,0.29,1267666,"Portland","Connecticut",1776,180.12,1103103.45,"suburban"
22611,249000,4,2,0.45,727050,"New Britain","Connecticut",1792,138.95,553333.33,"suburban"
108006,369900,5,3,0.36,1653137,"Wethersfield","Connecticut",2345,157.74,1027500,"suburban"
59671,112900,1,1,0.14,386909,"New Britain","Connecticut",640,176.41,806428.57,"urban"
22546,189900,3,2,0.27,1053977,"New Britain","Connecticut",1290,147.21,703333.33,"suburban"
33714,850000,3,3,2.72,475754,"Middlefield","Connecticut",2908,292.3,312500,"rural"
19428,174900,4,2,0.19,1817612,"New Britain","Connecticut",1620,107.96,920526.32,"urban"
10582,275000,6,3,0.2,1071339,"New Britain","Connecticut",3702,74.28,1375000,"urban"
107985,106500,1,1,0.37,596058,"Cromwell","Connecticut",710,150,287837.84,"suburban"
51868,250000,2,2,0.7,1782605,"Glastonbury","Connecticut",908,275.33,357142.86,"suburban"
107964,224000,3,1,0.22,945213,"Wethersfield","Connecticut",1260,177.78,1018181.82,"urban"
21439,179900,2,2,0.37,468945,"Meriden","Connecticut",1296,138.81,486216.22,"suburban"
22611,260000,3,2,0.37,1449068,"Newington","Connecticut",1430,181.82,702702.7,"suburban"
32894,214900,4,2,0.22,821614,"Hartford","Connecticut",1568,137.05,976818.18,"urban"
91793,559900,3,3,0.34,732851,"Farmington","Connecticut",2090,267.89,1646764.71,"suburban"
10555,269000,3,2,0.46,1244756,"Meriden","Connecticut",1200,224.17,584782.61,"suburban"
10572,249900,3,1,0.26,1313066,"Newington","Connecticut",1092,228.85,961153.85,"suburban"
107951,739900,4,4,1.82,1290115,"Glastonbury","Connecticut",3704,199.76,406538.46,"rural"
105067,485700,4,3,0.78,599214,"East Haddam","Connecticut",2350,206.68,622692.31,"suburban"
10582,274900,3,3,0.54,1193488,"West Hartford","Connecticut",2216,124.05,509074.07,"suburban"
107912,515000,4,3,0.5,1314557,"Middletown","Connecticut",2832,181.85,1030000,"suburban"
42358,424900,4,3,2.16,46673,"East Hampton","Connecticut",2655,160.04,196712.96,"rural"
10582,325000,3,3,0.4,365647,"Farmington","Connecticut",1605,202.49,812500,"suburban"
106613,339000,3,2,0.55,1564761,"Wethersfield","Connecticut",1773,191.2,616363.64,"suburban"
33714,199900,3,1,0.16,955655,"New Britain","Connecticut",1096,182.39,1249375,"urban"
107951,234900,2,3,0.37,932371,"Glastonbury","Connecticut",1260,186.43,634864.86,"suburban"
105309,169000,2,2,0.37,1207397,"New Britain","Connecticut",1024,165.04,456756.76,"suburban"
51868,235000,3,2,0.18,1273445,"Newington","Connecticut",1134,207.23,1305555.56,"urban"
108006,279900,3,2,0.22,1012049,"Wethersfield","Connecticut",1236,226.46,1272272.73,"urban"
33714,259900,3,2,0.14,15496,"East Hampton","Connecticut",1186,219.14,1856428.57,"urban"
10585,394900,4,3,0.46,151044,"Newington","Connecticut",2059,191.79,858478.26,"suburban"
77236,244000,3,2,0.17,603889,"New Britain","Connecticut",1470,165.99,1435294.12,"urban"
22611,269900,3,3,0.37,462603,"Glastonbury","Connecticut",1400,192.79,729459.46,"suburban"
38985,249900,4,2,0.13,1556461,"Hartford","Connecticut",1644,152.01,1922307.69,"urban"
105309,379900,3,2,0.3,1761301,"Newington","Connecticut",1856,204.69,1266333.33,"suburban"
22611,249000,4,2,0.13,349581,"Middletown","Connecticut",1054,236.24,1915384.62,"urban"
33714,259900,3,2,0.18,602696,"Meriden","Connecticut",1312,198.09,1443888.89,"urban"
16455,259900,5,2,0.17,1193341,"New Britain","Connecticut",2328,111.64,1528823.53,"urban"
105076,195000,6,3,0.16,113244,"New Britain","Connecticut",2019,96.58,1218750,"urban"
106613,289900,3,2,0.55,1646003,"Newington","Connecticut",1267,228.81,527090.91,"suburban"
79063,359000,4,3,1,601967,"Portland","Connecticut",2040,175.98,359000,"suburban"
10582,199900,2,1,0.4,1525204,"Wethersfield","Connecticut",1144,174.74,499750,"suburban"
40827,210000,3,2,0.21,1089712,"New Britain","Connecticut",1374,152.84,1e+06,"urban"
107953,180000,3,2,0.13,482033,"New Britain","Connecticut",1148,156.79,1384615.38,"urban"
86796,630000,3,3,2.17,1520297,"Middletown","Connecticut",2791,225.73,290322.58,"rural"
66749,349900,3,3,0.33,1445127,"Middletown","Connecticut",1740,201.09,1060303.03,"suburban"
53016,105000,1,1,0.37,1003864,"Middletown","Connecticut",670,156.72,283783.78,"suburban"
22611,174900,2,2,0.37,984930,"Rocky Hill","Connecticut",1140,153.42,472702.7,"suburban"
19428,299900,3,1,0.28,1395057,"West Hartford","Connecticut",1855,161.67,1071071.43,"suburban"
19075,415000,3,4,0.16,321327,"Middletown","Connecticut",2895,143.35,2593750,"urban"
107964,445000,3,3,0.34,1308339,"Cromwell","Connecticut",1999,222.61,1308823.53,"suburban"
10551,249900,3,2,0.26,1212635,"Portland","Connecticut",1572,158.97,961153.85,"suburban"
59671,129900,2,2,0.37,223951,"Cromwell","Connecticut",1057,122.89,351081.08,"suburban"
10581,349900,3,3,0.35,915755,"Middletown","Connecticut",1518,230.5,999714.29,"suburban"
33714,334900,4,2,0.34,1076039,"Middletown","Connecticut",1932,173.34,985000,"suburban"
27439,269000,7,4,0.27,652028,"Wilmington","Vermont",2800,96.07,996296.3,"suburban"
108004,409000,3,3,0.25,10144,"West Hartford","Connecticut",1875,218.13,1636000,"urban"
15520,232000,2,3,0.37,436746,"Rocky Hill","Connecticut",1556,149.1,627027.03,"suburban"
22611,319900,3,2,0.31,804571,"Wethersfield","Connecticut",1608,198.94,1031935.48,"suburban"
51868,249900,3,1,0.26,84857,"Wethersfield","Connecticut",912,274.01,961153.85,"suburban"
33503,214900,2,2,0.37,268786,"Rocky Hill","Connecticut",1262,170.29,580810.81,"suburban"
21439,299900,4,2,0.28,1584908,"New Britain","Connecticut",1701,176.31,1071071.43,"suburban"
33714,294900,6,3,0.17,1649146,"New Britain","Connecticut",2860,103.11,1734705.88,"urban"
51868,329900,6,3,0.25,289104,"New Britain","Connecticut",4577,72.08,1319600,"urban"
79028,299999,4,2,0.26,1169978,"Newington","Connecticut",1645,182.37,1153842.31,"suburban"
51403,283995,3,2,0.35,59498,"Colchester","Connecticut",1044,272.03,811414.29,"suburban"
30125,285000,5,3,0.24,14740,"Middletown","Connecticut",1958,145.56,1187500,"urban"
33503,199900,3,1,0.52,1697898,"Durham","Connecticut",1592,125.57,384423.08,"suburban"
10554,120000,4,2,0.26,1761108,"New Britain","Connecticut",1694,70.84,461538.46,"suburban"
81777,510000,4,3,8.08,1554864,"Berlin","Connecticut",2799,182.21,63118.81,"rural"
22611,299900,3,2,0.2,1697942,"New Britain","Connecticut",2240,133.88,1499500,"urban"
22611,69000,1,1,0.37,248933,"New Britain","Connecticut",624,110.58,186486.49,"suburban"
30174,245000,3,2,0.29,415474,"New Britain","Connecticut",1188,206.23,844827.59,"suburban"
10555,354900,4,2,0.4,1447783,"Rocky Hill","Connecticut",1584,224.05,887250,"suburban"
105067,239900,3,2,0.2,541208,"Newington","Connecticut",1175,204.17,1199500,"urban"
68241,479900,4,3,0.84,885903,"Newington","Connecticut",2300,208.65,571309.52,"suburban"
1561,385000,3,3,0.41,1761599,"Meriden","Connecticut",1550,248.39,939024.39,"suburban"
30174,399900,3,2,0.57,1511097,"Berlin","Connecticut",2049,195.17,701578.95,"suburban"
26052,369900,6,3,0.17,366543,"Hartford","Connecticut",3702,99.92,2175882.35,"urban"
37460,225000,3,2,0.17,16016,"New Britain","Connecticut",1014,221.89,1323529.41,"urban"
75650,284900,9,3,0.17,727794,"Hartford","Connecticut",4173,68.27,1675882.35,"urban"
10555,349900,3,2,0.66,481898,"Glastonbury","Connecticut",1494,234.2,530151.52,"suburban"
7659,339000,3,3,0.74,519987,"Meriden","Connecticut",2872,118.04,458108.11,"suburban"
46765,335000,2,1,1.84,667276,"Madison","Connecticut",1248,268.43,182065.22,"rural"
10555,99900,1,1,0.37,600736,"Rocky Hill","Connecticut",672,148.66,270000,"suburban"
18229,249900,3,2,0.48,1531066,"Cromwell","Connecticut",1008,247.92,520625,"suburban"
10551,289000,4,2,0.15,1291263,"Wethersfield","Connecticut",1294,223.34,1926666.67,"urban"
14977,469900,4,3,0.94,1540012,"Durham","Connecticut",2848,164.99,499893.62,"suburban"
18230,275000,3,3,0.46,91825,"Meriden","Connecticut",1426,192.85,597826.09,"suburban"
22611,339900,3,2,0.8,603838,"Middletown","Connecticut",1236,275,424875,"suburban"
41767,259900,5,2,0.17,1637393,"New Britain","Connecticut",1988,130.73,1528823.53,"urban"
33714,289900,3,2,0.3,1815586,"Newington","Connecticut",1548,187.27,966333.33,"suburban"
108004,425000,3,2,0.84,1660513,"Glastonbury","Connecticut",1200,354.17,505952.38,"suburban"
33503,269000,3,3,0.39,792938,"Portland","Connecticut",2792,96.35,689743.59,"suburban"
10585,192000,2,2,0.16,1296815,"New Britain","Connecticut",1152,166.67,1200000,"urban"
107951,325000,3,2,0.6,1554462,"West Hartford","Connecticut",1788,181.77,541666.67,"suburban"
33714,339000,3,3,0.92,331870,"East Hampton","Connecticut",1965,172.52,368478.26,"suburban"
108006,224000,2,3,0.37,1033930,"Rocky Hill","Connecticut",1280,175,605405.41,"suburban"
30174,159000,1,1,0.37,983476,"Berlin","Connecticut",856,185.75,429729.73,"suburban"
22546,315000,3,2,0.34,716574,"West Hartford","Connecticut",1708,184.43,926470.59,"suburban"
41767,379900,3,3,0.18,634984,"Wethersfield","Connecticut",1778,213.67,2110555.56,"urban"
107931,369900,3,2,0.48,302950,"New Britain","Connecticut",1332,277.7,770625,"suburban"
107951,539900,5,3,0.66,1010007,"Glastonbury","Connecticut",2219,243.31,818030.3,"suburban"
10555,3e+05,5,3,0.15,800588,"New Britain","Connecticut",2777,108.03,2e+06,"urban"
32894,249900,6,3,0.22,898358,"Hartford","Connecticut",3075,81.27,1135909.09,"urban"
10555,3e+05,6,3,0.15,787523,"New Britain","Connecticut",2777,108.03,2e+06,"urban"
51868,80000,2,1,0.37,1686075,"Hartford","Connecticut",925,86.49,216216.22,"suburban"
22821,210000,3,2,0.25,1244792,"Middletown","Connecticut",1267,165.75,840000,"urban"
107953,695000,5,4,1,915668,"Cromwell","Connecticut",3150,220.63,695000,"suburban"
107963,350000,3,3,0.43,1426723,"Berlin","Connecticut",2043,171.32,813953.49,"suburban"
30875,235000,3,1,0.25,695685,"Wethersfield","Connecticut",1272,184.75,940000,"urban"
22611,259900,3,2,0.22,1565237,"West Hartford","Connecticut",1510,172.12,1181363.64,"urban"
88400,239900,3,3,0.31,1458525,"Hartford","Connecticut",2131,112.58,773870.97,"suburban"
33294,239900,4,3,0.27,1598056,"New Britain","Connecticut",1875,127.95,888518.52,"suburban"
82797,116600,3,2,0.13,271116,"Hartford","Connecticut",1546,75.42,896923.08,"urban"
10555,255888,2,3,0.37,522076,"East Haddam","Connecticut",1501,170.48,691589.19,"suburban"
33294,249900,4,2,0.16,1369193,"New Britain","Connecticut",1248,200.24,1561875,"urban"
30125,199900,3,1,1.43,1297459,"Berlin","Connecticut",1008,198.31,139790.21,"rural"
18229,335000,3,3,0.4,522574,"East Hampton","Connecticut",1680,199.4,837500,"suburban"
26052,114900,1,1,0.37,653277,"Cromwell","Connecticut",804,142.91,310540.54,"suburban"
10555,318900,3,2,0.48,280973,"Glastonbury","Connecticut",1312,243.06,664375,"suburban"
37460,395000,4,3,0.17,1428180,"West Hartford","Connecticut",2041,193.53,2323529.41,"urban"
33503,239900,3,1,0.44,696871,"Portland","Connecticut",1120,214.2,545227.27,"suburban"
10555,299900,3,3,0.5,842272,"Middletown","Connecticut",1555,192.86,599800,"suburban"
33714,239900,3,2,0.3,932281,"Wethersfield","Connecticut",1297,184.97,799666.67,"suburban"
51868,575000,11,5,0.27,1213145,"West Hartford","Connecticut",5517,104.22,2129629.63,"suburban"
22611,459900,3,2,0.55,1760645,"West Hartford","Connecticut",1715,268.16,836181.82,"suburban"
51868,325000,6,2,0.28,520604,"New Britain","Connecticut",2318,140.21,1160714.29,"suburban"
107912,250000,1,2,0.56,712868,"Meriden","Connecticut",758,329.82,446428.57,"suburban"
15366,769900,4,4,0.92,173796,"Glastonbury","Connecticut",4263,180.6,836847.83,"suburban"
51868,334900,3,2,0.26,733051,"West Hartford","Connecticut",1356,246.98,1288076.92,"suburban"
29078,325000,3,2,0.19,1821101,"Newington","Connecticut",1056,307.77,1710526.32,"urban"
10555,279900,4,2,0.13,78536,"Hartford","Connecticut",2868,97.59,2153076.92,"urban"
51868,279900,4,2,0.31,1395453,"East Hartford","Connecticut",1943,144.06,902903.23,"suburban"
17141,160000,3,1,0.08,532290,"Hartford","Connecticut",1216,131.58,2e+06,"urban"
68241,199900,2,1,0.46,1628388,"Farmington","Connecticut",1048,190.74,434565.22,"suburban"
22611,255000,4,2,0.17,1369482,"West Hartford","Connecticut",1468,173.71,1500000,"urban"
104256,235000,3,2,0.37,1451825,"Middletown","Connecticut",1536,152.99,635135.14,"suburban"
107951,449900,4,3,4.74,954807,"Colchester","Connecticut",2595,173.37,94915.61,"rural"
22611,429900,4,2,0.43,1011060,"West Hartford","Connecticut",2113,203.45,999767.44,"suburban"
107951,399900,3,2,0.74,1011454,"Glastonbury","Connecticut",2016,198.36,540405.41,"suburban"
58350,224900,2,3,0.37,48128,"Rocky Hill","Connecticut",1328,169.35,607837.84,"suburban"
